"","colonyID","tagNumber","qwm","callow","block"
"32","BB231",1250,"Worker","NaN",1
"33","BB231",2676,"Queen_n","NaN",1
"34","BB231",1487,"Queen","NaN",1
"35","BB231",202,"Queen_n","NaN",1
"36","BB231",2589,"Worker","NaN",1
"37","BB231",394,"Worker","NaN",1
"38","BB231",362,"Queen_n","NaN",1
"39","BB231",66,"Worker","NaN",1
"40","BB231",1417,"Queen_n","NaN",1
"41","BB231",2578,"Queen_n","NaN",1
"42","BB231",67,"Queen_n","NaN",1
"43","BB231",2772,"Worker","NaN",1
"44","BB231",1324,"Worker","NaN",1
"45","BB231",2804,"Worker","NaN",1
"46","BB231",359,"Worker","NaN",1
