"","colonyID","tagNumber","qwm","callow","block"
"1642","BG201",4143,"Queen_n","NaN",1
"1643","BG201",4491,"Queen_n","NaN",1
"1644","BG201",4558,"Queen_n","NaN",1
"1645","BG201",6111,"Queen_n","NaN",1
"1646","BG201",3641,"Queen_n","NaN",1
"1647","BG201",4096,"Queen_n","NaN",1
"1648","BG201",4420,"Queen_n","NaN",1
"1649","BG201",4576,"Worker","NaN",1
"1650","BG201",4026,"Male","NaN",1
"1651","BG201",4452,"Male","NaN",1
"1652","BG201",4168,"Male","NaN",1
"1653","BG201",6463,"Male","NaN",1
"1654","BG201",4521,"Worker","NaN",1
"1655","BG201",6433,"Worker","NaN",1
"1656","BG201",6317,"Worker","NaN",1
"1657","BG201",4031,"Male","NaN",1
"1658","BG201",6313,"Worker","NaN",1
"1659","BG201",4520,"Male","NaN",1
"1660","BG201",6240,"Worker","NaN",1
"1661","BG201",4576,"Worker","NaN",1
"1662","BG201",4138,"Male","NaN",1
"1663","BG201",4020,"Worker","NaN",1
"1664","BG201",6249,"Worker","NaN",1
"1665","BG201",4055,"Worker","NaN",1
"1666","BG201",4525,"Worker","NaN",1
