"","colonyID","tagNumber","qwm","callow","block"
"1702","BG244",2475,"Male","Callow",1
"1703","BG244",599,"Male","Callow",1
"1704","BG244",756,"Worker","NaN",1
"1705","BG244",501,"Worker","NaN",1
"1706","BG244",699,"Worker","NaN",1
"1707","BG244",795,"Worker","NaN",1
"1708","BG244",761,"Worker","NaN",1
"1709","BG244",2645,"Worker","NaN",1
"1710","BG244",604,"Worker","NaN",1
"1711","BG244",321,"Male","NaN",1
"1712","BG244",664,"Worker","NaN",1
"1713","BG244",646,"Male","NaN",1
"1714","BG244",637,"Worker","NaN",1
"1715","BG244",2644,"Male","NaN",1
"1716","BG244",605,"Worker","NaN",1
"1717","BG244",2579,"Male","NaN",1
"1718","BG244",594,"Worker","NaN",1
"1719","BG244",104,"Worker","NaN",1
"1720","BG244",666,"Male","Callow",1
"1721","BG244",435,"Male","NaN",1
"1722","BG244",818,"Queen","NaN",1
"1723","BG244",260,"Worker","NaN",1
"1724","BG244",2503,"Worker","NaN",1
"1725","BG244",594,"Worker","NaN",1
"1726","BG244",46,"Worker","NaN",1
"1727","BG244",767,"Male","NaN",1
"1728","BG244",560,"Worker","NaN",1
