"","colonyID","tagNumber","qwm","callow","block"
"948","BI99",4889,"Worker","NaN",1
"949","BI99",4359,"Worker","NaN",1
"950","BI99",4519,"Worker","NaN",1
"951","BI99",4054,"Worker","NaN",1
"952","BI99",5228,"Worker","NaN",1
"953","BI99",6347,"Worker","NaN",1
"954","BI99",5118,"Worker","NaN",1
"955","BI99",4021,"Worker","NaN",1
"956","BI99",5134,"Worker","NaN",1
"957","BI99",6128,"Worker","NaN",1
"958","BI99",6331,"Worker","NaN",1
"959","BI99",6415,"Worker","NaN",1
"960","BI99",3899,"Worker","NaN",1
"961","BI99",6332,"Worker","NaN",1
"962","BI99",5020,"Worker","NaN",1
"963","BI99",3739,"Worker","NaN",1
"964","BI99",5382,"Worker","NaN",1
"965","BI99",4082,"Worker","NaN",1
"966","BI99",4427,"Worker","NaN",1
"967","BI99",3792,"Worker","NaN",1
"968","BI99",5568,"Worker","NaN",1
"969","BI99",5224,"Worker","NaN",1
"970","BI99",5319,"Worker","NaN",1
"971","BI99",5356,"Worker","NaN",1
"972","BI99",4173,"Worker","NaN",1
"973","BI99",4887,"Worker","NaN",1
"974","BI99",5053,"Worker","NaN",1
"975","BI99",4294,"Worker","NaN",1
"976","BI99",4919,"Worker","NaN",1
"977","BI99",4949,"Worker","NaN",1
"978","BI99",6281,"Worker","NaN",1
"979","BI99",5156,"Worker","NaN",1
"980","BI99",3985,"Worker","NaN",1
"981","BI99",5653,"Worker","NaN",1
"982","BI99",6209,"Worker","NaN",1
"983","BI99",4392,"Worker","NaN",1
"984","BI99",5648,"Worker","NaN",1
"985","BI99",5048,"Worker","NaN",1
"986","BI99",4920,"Worker","NaN",1
"987","BI99",4093,"Worker","NaN",1
"988","BI99",3989,"Worker","NaN",1
"989","BI99",6477,"Worker","NaN",1
"990","BI99",4027,"Worker","NaN",1
"991","BI99",5017,"Worker","NaN",1
"992","BI99",3999,"Worker","NaN",1
"993","BI99",4224,"Worker","NaN",1
"994","BI99",5047,"Worker","NaN",1
"995","BI99",4888,"Worker","NaN",1
"996","BI99",3797,"Worker","NaN",1
"997","BI99",6414,"Worker","NaN",1
"998","BI99",4234,"Worker","NaN",1
"999","BI99",5477,"Worker","NaN",1
"1000","BI99",3966,"Worker","NaN",1
"1001","BI99",6435,"Worker","NaN",1
"1002","BI99",3803,"Worker","NaN",1
"1003","BI99",5129,"Worker","Callow",1
"1004","BI99",6106,"Worker","NaN",1
"1005","BI99",3772,"Worker","NaN",1
"1006","BI99",5507,"Worker","NaN",1
"1007","BI99",3665,"Worker","NaN",1
"1008","BI99",5538,"Worker","NaN",1
"1009","BI99",5010,"Worker","NaN",1
"1010","BI99",5083,"Worker","NaN",1
"1011","BI99",4198,"Worker","NaN",1
"1012","BI99",5281,"Worker","NaN",1
"1013","BI99",5021,"Worker","NaN",1
"1014","BI99",4391,"Worker","NaN",1
"1015","BI99",6310,"Worker","NaN",1
"1016","BI99",6446,"Worker","NaN",1
"1017","BI99",5445,"Worker","NaN",1
"1018","BI99",6410,"Worker","NaN",1
"1019","BI99",4056,"Worker","NaN",1
"1020","BI99",3823,"Worker","NaN",1
"1021","BI99",5543,"Worker","NaN",1
"1022","BI99",4016,"Worker","NaN",1
"1023","BI99",5614,"Worker","NaN",1
"1024","BI99",3679,"Worker","NaN",1
"1025","BI99",5416,"Worker","NaN",1
"1026","BI99",5384,"Worker","NaN",1
"1027","BI99",3893,"Worker","NaN",1
"1028","BI99",5162,"Worker","NaN",1
"1029","BI99",5441,"Worker","NaN",1
"1030","BI99",3762,"Worker","NaN",1
"1031","BI99",3926,"Worker","NaN",1
"1032","BI99",3995,"Worker","NaN",1
"1033","BI99",4449,"Worker","NaN",1
"1034","BI99",5410,"Worker","NaN",1
"1035","BI99",5649,"Worker","NaN",1
"1036","BI99",3433,"Worker","NaN",1
"1037","BI99",5417,"Worker","NaN",1
"1038","BI99",5087,"Worker","NaN",1
"1039","BI99",5408,"Worker","NaN",1
"1040","BI99",5350,"Worker","NaN",1
"1041","BI99",3984,"Worker","NaN",1
"1042","BI99",6152,"Worker","NaN",1
"1043","BI99",6411,"Worker","NaN",1
"1044","BI99",5077,"Worker","NaN",1
"1045","BI99",3903,"Worker","NaN",1
"1046","BI99",5229,"Worker","NaN",1
"1047","BI99",5259,"Worker","NaN",1
"1048","BI99",5292,"Worker","NaN",1
"1049","BI99",5197,"Worker","NaN",1
"1050","BI99",5460,"Worker","NaN",1
"1051","BI99",4861,"Worker","NaN",1
"1052","BI99",5153,"Worker","NaN",1
"1053","BI99",4976,"Worker","NaN",1
"1054","BI99",4729,"Worker","NaN",1
"1055","BI99",5157,"Worker","NaN",1
"1056","BI99",5451,"Worker","NaN",1
"1057","BI99",4396,"Worker","NaN",1
"1058","BI99",3773,"Worker","NaN",1
"1059","BI99",5283,"Worker","NaN",1
"1060","BI99",5606,"Worker","NaN",1
"1061","BI99",3892,"Worker","NaN",1
"1062","BI99",5320,"Worker","NaN",1
"1063","BI99",4545,"Worker","NaN",1
"1064","BI99",3767,"Worker","NaN",1
"1065","BI99",6471,"Worker","NaN",1
"1066","BI99",5569,"Worker","NaN",1
"1067","BI99",4256,"Worker","NaN",1
"1068","BI99",4238,"Worker","NaN",1
"1069","BI99",3822,"Worker","NaN",1
"1070","BI99",3734,"Worker","NaN",1
"1071","BI99",3861,"Worker","NaN",1
"1072","BI99",5325,"Worker","NaN",1
"1073","BI99",5285,"Worker","NaN",1
"1074","BI99",6219,"Worker","NaN",1
"1075","BI99",3927,"Worker","NaN",1
"1076","BI99",6323,"Worker","NaN",1
"1077","BI99",3645,"Worker","NaN",1
"1078","BI99",3889,"Worker","NaN",1
"1079","BI99",6254,"Worker","NaN",1
"1080","BI99",5218,"Worker","NaN",1
"1081","BI99",6324,"Worker","NaN",1
"1082","BI99",598,"Worker","NaN",1
"1083","BI99",3824,"Worker","Callow",1
"1084","BI99",5506,"Worker","NaN",1
"1085","BI99",5104,"Worker","NaN",1
"1086","BI99",4172,"Worker","NaN",1
"1087","BI99",4229,"Worker","NaN",1
"1088","BI99",3928,"Worker","NaN",1
"1089","BI99",5611,"Worker","NaN",1
"1090","BI99",5378,"Worker","NaN",1
"1091","BI99",5544,"Worker","NaN",1
"1092","BI99",6472,"Worker","NaN",1
"1093","BI99",4448,"Worker","NaN",1
"1094","BI99",5601,"Worker","NaN",1
"1095","BI99",6401,"Worker","NaN",1
"1096","BI99",3674,"Worker","NaN",1
"1097","BI99",4918,"Worker","NaN",1
"1098","BI99",6346,"Queen","NaN",1
"1099","BI99",3731,"Worker","NaN",1
"1100","BI99",5539,"Worker","NaN",1
"1101","BI99",6306,"Worker","NaN",1
"1102","BI99",3706,"Worker","NaN",1
"1103","BI99",4271,"Worker","NaN",1
"1104","BI99",5383,"Worker","NaN",1
"1105","BI99",3696,"Worker","NaN",1
"1106","BI99",5476,"Worker","NaN",1
"1107","BI99",4921,"Worker","NaN",1
"1108","BI99",3838,"Worker","NaN",1
"1109","BI99",4261,"Worker","NaN",1
"1110","BI99",3430,"Worker","NaN",1
"1111","BI99",5052,"Worker","NaN",1
"1112","BI99",4239,"Worker","NaN",1
"1113","BI99",3664,"Worker","NaN",1
"1114","BI99",4365,"Worker","NaN",1
"1115","BI99",4163,"Worker","NaN",1
"1116","BI99",4860,"Worker","NaN",1
"1117","BI99",3829,"Worker","NaN",1
"1118","BI99",3707,"Worker","NaN",1
"1119","BI99",4332,"Worker","NaN",1
"1120","BI99",6179,"Worker","NaN",1
"1121","BI99",6285,"Worker","NaN",1
"1122","BI99",5509,"Worker","NaN",1
"1123","BI99",3923,"Worker","NaN",1
"1124","BI99",6383,"Worker","NaN",1
"1125","BI99",4328,"Worker","NaN",1
"1126","BI99",3668,"Worker","NaN",1
"1127","BI99",3808,"Worker","NaN",1
"1128","BI99",3741,"Worker","NaN",1
"1129","BI99",4132,"Worker","NaN",1
"1130","BI99",4133,"Worker","NaN",1
"1131","BI99",4697,"Worker","NaN",1
