"","colonyID","tagNumber","qwm","callow","block"
"359","BI106",3377,"Worker","NaN",1
"360","BI106",1622,"Worker","NaN",1
"361","BI106",1292,"Worker","NaN",1
"362","BI106",3033,"Worker","NaN",1
"363","BI106",3032,"Worker","NaN",1
"364","BI106",3177,"Worker","NaN",1
"365","BI106",3116,"Worker","NaN",1
"366","BI106",2909,"Worker","NaN",1
"367","BI106",1024,"Worker","NaN",1
"368","BI106",1848,"Worker","NaN",1
"369","BI106",952,"Worker","NaN",1
"370","BI106",2005,"Worker","NaN",1
"371","BI106",1726,"Worker","Callow",1
"372","BI106",3146,"Worker","NaN",1
"373","BI106",3002,"Worker","NaN",1
"374","BI106",2092,"Worker","NaN",1
"375","BI106",2377,"Worker","NaN",1
"376","BI106",3113,"Worker","NaN",1
"377","BI106",2015,"Worker","NaN",1
"378","BI106",915,"Worker","NaN",1
"379","BI106",1127,"Worker","NaN",1
"380","BI106",3234,"Worker","NaN",1
"381","BI106",3063,"Worker","NaN",1
"382","BI106",2997,"Worker","NaN",1
"383","BI106",2182,"Worker","NaN",1
"384","BI106",2992,"Worker","NaN",1
"385","BI106",1904,"Worker","NaN",1
"386","BI106",2254,"Worker","NaN",1
"387","BI106",1938,"Worker","NaN",1
"388","BI106",3030,"Worker","NaN",1
"389","BI106",2902,"Worker","NaN",1
"390","BI106",2874,"Worker","NaN",1
"391","BI106",3136,"Worker","NaN",1
"392","BI106",2975,"Worker","NaN",1
"393","BI106",3427,"Worker","NaN",1
"394","BI106",3082,"Worker","NaN",1
"395","BI106",2965,"Worker","NaN",1
"396","BI106",3147,"Worker","NaN",1
"397","BI106",1970,"Worker","NaN",1
"398","BI106",3084,"Worker","NaN",1
"399","BI106",2898,"Worker","NaN",1
"400","BI106",2974,"Worker","NaN",1
"401","BI106",824,"Worker","NaN",1
"402","BI106",2971,"Queen","NaN",1
"403","BI106",3462,"Worker","NaN",1
"404","BI106",3031,"Worker","NaN",1
"405","BI106",858,"Worker","NaN",1
"406","BI106",1849,"Worker","NaN",1
"407","BI106",1656,"Worker","NaN",1
"408","BI106",895,"Worker","NaN",1
"409","BI106",3080,"Worker","NaN",1
"410","BI106",2970,"Worker","NaN",1
"411","BI106",1811,"Worker","NaN",1
"412","BI106",656,"Worker","NaN",1
"413","BI106",3338,"Worker","NaN",1
"414","BI106",3533,"Worker","NaN",1
"415","BI106",3213,"Worker","NaN",1
"416","BI106",1654,"Worker","NaN",1
"417","BI106",1184,"Worker","NaN",1
"418","BI106",2904,"Worker","NaN",1
"419","BI106",3006,"Worker","NaN",1
"420","BI106",2940,"Worker","NaN",1
"421","BI106",977,"Worker","NaN",1
"422","BI106",1628,"Worker","NaN",1
"423","BI106",3141,"Worker","NaN",1
"424","BI106",2014,"Worker","NaN",1
"425","BI106",1971,"Worker","NaN",1
"426","BI106",3342,"Worker","NaN",1
"427","BI106",2093,"Worker","NaN",1
"428","BI106",9,"Worker","NaN",1
"429","BI106",2216,"Worker","NaN",1
"430","BI106",3106,"Worker","NaN",1
"431","BI106",2960,"Worker","NaN",1
"432","BI106",1660,"Worker","NaN",1
"433","BI106",480,"Worker","NaN",1
"434","BI106",3059,"Worker","NaN",1
"435","BI106",3140,"Worker","NaN",1
"436","BI106",3068,"Worker","NaN",1
"437","BI106",853,"Worker","NaN",1
"438","BI106",2937,"Worker","Callow",1
"439","BI106",946,"Worker","NaN",1
"440","BI106",2217,"Worker","NaN",1
"441","BI106",3058,"Worker","NaN",1
"442","BI106",755,"Worker","NaN",1
"443","BI106",2843,"Worker","NaN",1
"444","BI106",1157,"Worker","NaN",1
"445","BI106",103,"Worker","NaN",1
"446","BI106",2304,"Worker","NaN",1
"447","BI106",1194,"Worker","NaN",1
"448","BI106",2908,"Worker","NaN",1
"449","BI106",3554,"Worker","NaN",1
"450","BI106",793,"Worker","NaN",1
"451","BI106",1846,"Worker","NaN",1
"452","BI106",3603,"Worker","NaN",1
"453","BI106",2145,"Worker","NaN",1
"454","BI106",2036,"Worker","NaN",1
"455","BI106",458,"Worker","NaN",1
"456","BI106",1056,"Worker","Callow",1
"457","BI106",575,"Worker","NaN",1
"458","BI106",1289,"Worker","NaN",1
"459","BI106",1752,"Worker","NaN",1
"460","BI106",3079,"Worker","NaN",1
