"","colonyID","tagNumber","qwm","callow","block"
"1446","BI134",4484,"Queen","NaN",1
"1447","BI134",4638,"Worker","NaN",1
"1448","BI134",4639,"Worker","NaN",1
"1449","BI134",4661,"Worker","NaN",1
"1450","BI134",4660,"Worker","NaN",1
"1451","BI134",4629,"Worker","NaN",1
"1452","BI134",4788,"Worker","NaN",1
"1453","BI134",4785,"Worker","NaN",1
"1454","BI134",4762,"Worker","NaN",1
"1455","BI134",4767,"Worker","NaN",1
"1456","BI134",4766,"Worker","NaN",1
"1457","BI134",4763,"Worker","NaN",1
"1458","BI134",4756,"Worker","NaN",1
"1459","BI134",4798,"Worker","NaN",1
"1460","BI134",4489,"Worker","Callow",1
"1461","BI134",4794,"Worker","NaN",1
"1462","BI134",4818,"Worker","NaN",1
"1463","BI134",4822,"Worker","NaN",1
"1464","BI134",4486,"Worker","NaN",1
"1465","BI134",3343,"Worker","NaN",1
"1466","BI134",3528,"Worker","NaN",1
"1467","BI134",3242,"Worker","NaN",1
"1468","BI134",3264,"Worker","NaN",1
"1469","BI134",2221,"Worker","NaN",1
"1470","BI134",2179,"Worker","NaN",1
"1471","BI134",2159,"Worker","NaN",1
"1472","BI134",3366,"Worker","NaN",1
"1473","BI134",2336,"Worker","NaN",1
"1474","BI134",2158,"Worker","NaN",1
"1475","BI134",2060,"Worker","NaN",1
"1476","BI134",2381,"Worker","NaN",1
"1477","BI134",2083,"Worker","NaN",1
"1478","BI134",2353,"Worker","NaN",1
"1479","BI134",3608,"Worker","NaN",1
"1480","BI134",4857,"Worker","NaN",1
"1481","BI134",4544,"Worker","NaN",1
"1482","BI134",4584,"Worker","NaN",1
"1483","BI134",3404,"Worker","NaN",1
"1484","BI134",4795,"Worker","NaN",1
"1485","BI134",4670,"Worker","NaN",1
"1486","BI134",4700,"Worker","NaN",1
"1487","BI134",4691,"Worker","NaN",1
"1488","BI134",4459,"Worker","NaN",1
"1489","BI134",4854,"Worker","NaN",1
"1490","BI134",4482,"Worker","NaN",1
"1491","BI134",4666,"Worker","NaN",1
"1492","BI134",4694,"Worker","NaN",1
"1493","BI134",4591,"Worker","NaN",1
"1494","BI134",4851,"Worker","NaN",1
"1495","BI134",4799,"Worker","NaN",1
"1496","BI134",4829,"Worker","NaN",1
"1497","BI134",4855,"Worker","NaN",1
"1498","BI134",4671,"Worker","NaN",1
"1499","BI134",4819,"Worker","NaN",1
"1500","BI134",4559,"Worker","NaN",1
"1501","BI134",4634,"Worker","NaN",1
"1502","BI134",4590,"Worker","NaN",1
"1503","BI134",4586,"Worker","NaN",1
"1504","BI134",4581,"Worker","NaN",1
"1505","BI134",4789,"Worker","NaN",1
"1506","BI134",4856,"Worker","NaN",1
"1507","BI134",4624,"Worker","NaN",1
"1508","BI134",4548,"Worker","NaN",1
"1509","BI134",4828,"Worker","NaN",1
"1510","BI134",4577,"Worker","NaN",1
"1511","BI134",4757,"Worker","NaN",1
"1512","BI134",4628,"Worker","NaN",1
"1513","BI134",4453,"Worker","NaN",1
"1514","BI134",4824,"Worker","NaN",1
"1515","BI134",4657,"Worker","NaN",1
"1516","BI134",4667,"Worker","NaN",1
"1517","BI134",4825,"Worker","NaN",1
"1518","BI134",4555,"Worker","NaN",1
"1519","BI134",4695,"Worker","NaN",1
"1520","BI134",4583,"Worker","NaN",1
"1521","BI134",4483,"Worker","NaN",1
"1522","BI134",4493,"Worker","NaN",1
"1523","BI134",4458,"Worker","NaN",1
"1524","BI134",4722,"Worker","NaN",1
"1525","BI134",4462,"Worker","NaN",1
"1526","BI134",4752,"Worker","NaN",1
"1527","BI134",4723,"Worker","NaN",1
"1528","BI134",4733,"Worker","NaN",1
"1529","BI134",4514,"Worker","NaN",1
