"","colonyID","tagNumber","qwm","callow","block"
"758","BI109",6151,"Worker","NaN",1
"759","BI109",7132,"Male","NaN",1
"760","BI109",6258,"Male","NaN",1
"761","BI109",5252,"Worker","NaN",1
"762","BI109",7035,"Queen_n","NaN",1
"763","BI109",5223,"Queen_n","NaN",1
"764","BI109",6736,"Male","NaN",1
"765","BI109",3665,"Male","NaN",1
"766","BI109",6284,"Worker","NaN",1
"767","BI109",6970,"Queen_n","NaN",1
"768","BI109",4945,"Male","NaN",1
"769","BI109",5043,"Male","NaN",1
"770","BI109",6783,"Worker","NaN",1
"771","BI109",4892,"Male","NaN",1
"772","BI109",6241,"Queen","NaN",1
