,mean_min_distance_to_brood,num_brood_interactions,mean_dist_other_bees,total_social_interactions,countable_interaction_frames,activity,speed_when_moving,distance_to_social_center,frames_tracked,tag_ids,video_file,block,colony,timestamp,time_num,nest_temp
89,6.868619370417896,0,8.163668706602566,0,36,0.0,,7.693286862728631,10,37,microcol_10-2021-11-18_13-48-01.mjpeg,3,10,2021-11-18_13-48-01,321.5750115740741,22.902
90,2.1242936599961677,0,5.55429372807254,0,204,0.0,,3.204482038987536,75,40,microcol_10-2021-11-18_13-48-01.mjpeg,3,10,2021-11-18_13-48-01,321.5750115740741,22.902
91,1.1313732629009785,150,3.713568322035592,44,204,0.0,,0.4259883727960574,75,47,microcol_10-2021-11-18_13-48-01.mjpeg,3,10,2021-11-18_13-48-01,321.5750115740741,22.902
92,2.3636696433787363,0,3.823395516082762,42,131,0.0,,1.4081350972367384,42,29,microcol_10-2021-11-18_13-50-01.mjpeg,3,10,2021-11-18_13-50-01,321.57640046296297,22.882
93,3.7874497813216657,0,5.026221676012597,0,197,0.0,,2.6887096811696276,75,31,microcol_10-2021-11-18_13-50-01.mjpeg,3,10,2021-11-18_13-50-01,321.57640046296297,22.882
94,6.876022770536524,0,8.263781845106799,0,20,0.0,,7.962033328702573,5,38,microcol_10-2021-11-18_13-50-01.mjpeg,3,10,2021-11-18_13-50-01,321.57640046296297,22.882
95,2.188785585514352,0,5.659451530293133,0,197,0.0,,3.179775663476489,75,40,microcol_10-2021-11-18_13-50-01.mjpeg,3,10,2021-11-18_13-50-01,321.57640046296297,22.882
96,1.1329256436772275,150,3.736179057973052,42,197,0.0,,0.6894803841683348,75,47,microcol_10-2021-11-18_13-50-01.mjpeg,3,10,2021-11-18_13-50-01,321.57640046296297,22.882
97,2.3656401597777275,0,3.819817535677385,31,95,0.0,,1.4666767942770076,31,29,microcol_10-2021-11-18_13-52-02.mjpeg,3,10,2021-11-18_13-52-02,321.57780092592594,21.354
98,3.787800506227669,0,5.021804602435171,0,186,0.0,,2.720927667614753,75,31,microcol_10-2021-11-18_13-52-02.mjpeg,3,10,2021-11-18_13-52-02,321.57780092592594,21.354
99,6.87060241054028,0,8.260715439745365,0,17,0.0,,7.990691595266725,5,37,microcol_10-2021-11-18_13-52-02.mjpeg,3,10,2021-11-18_13-52-02,321.57780092592594,21.354
100,2.179253929687296,0,5.651253978390408,0,186,0.0,,3.1156245355366594,75,40,microcol_10-2021-11-18_13-52-02.mjpeg,3,10,2021-11-18_13-52-02,321.57780092592594,21.354
101,1.1336046736810723,150,3.7335589183971836,31,186,0.0,,0.7187168189389742,75,47,microcol_10-2021-11-18_13-52-02.mjpeg,3,10,2021-11-18_13-52-02,321.57780092592594,21.354
102,2.423148557480046,0,2.7231733449922437,22,84,0.0,,1.6338595905682598,28,29,microcol_10-2021-11-18_13-54-01.mjpeg,3,10,2021-11-18_13-54-01,321.57917824074076,23.616
103,3.7855520369917763,0,3.6679487222780627,0,178,0.0,,2.7297509439291097,75,31,microcol_10-2021-11-18_13-54-01.mjpeg,3,10,2021-11-18_13-54-01,321.57917824074076,23.616
104,2.1832205975377983,0,4.491630027807269,0,178,0.0,,3.049092475645454,75,40,microcol_10-2021-11-18_13-54-01.mjpeg,3,10,2021-11-18_13-54-01,321.57917824074076,23.616
105,1.1043621267134978,150,2.6601415854275987,22,178,0.8648648648648649,0.21052957042209278,1.001556798083083,75,47,microcol_10-2021-11-18_13-54-01.mjpeg,3,10,2021-11-18_13-54-01,321.57917824074076,23.616
106,2.5001894497300183,0,2.7876359470184178,0,45,0.0,,1.776204113639862,15,29,microcol_10-2021-11-18_13-56-01.mjpeg,3,10,2021-11-18_13-56-01,321.5805671296296,21.048
107,3.786387504373161,0,3.6688418484656795,0,165,0.0,,2.8300229488638333,75,31,microcol_10-2021-11-18_13-56-01.mjpeg,3,10,2021-11-18_13-56-01,321.5805671296296,21.048
108,2.181160919620887,0,4.476144475331784,0,165,0.0,,2.9274769699812517,75,40,microcol_10-2021-11-18_13-56-01.mjpeg,3,10,2021-11-18_13-56-01,321.5805671296296,21.048
109,1.0279204932270534,150,2.780760029753252,0,165,0.0,,1.1083802157051281,75,47,microcol_10-2021-11-18_13-56-01.mjpeg,3,10,2021-11-18_13-56-01,321.5805671296296,21.048
110,6.5437159505516345,0,7.092372755126629,0,19,0.0,,6.369488070103442,5,17,microcol_10-2021-11-18_14-00-01.mjpeg,3,10,2021-11-18_14-00-01,321.5833449074074,22.355
111,2.511871362383317,0,4.122866433739847,0,49,0.0,,1.9247862758870444,15,29,microcol_10-2021-11-18_14-00-01.mjpeg,3,10,2021-11-18_14-00-01,321.5833449074074,22.355
112,3.7850107927715246,0,4.653967235207625,0,170,0.0,,2.9227099201442046,75,31,microcol_10-2021-11-18_14-00-01.mjpeg,3,10,2021-11-18_14-00-01,321.5833449074074,22.355
113,2.160364807557198,0,4.71735528377129,0,170,0.0,,2.816578849540943,75,40,microcol_10-2021-11-18_14-00-01.mjpeg,3,10,2021-11-18_14-00-01,321.5833449074074,22.355
114,0.8873090843595063,150,3.9624038468552043,0,170,0.0,,1.1839888016550348,75,47,microcol_10-2021-11-18_14-00-01.mjpeg,3,10,2021-11-18_14-00-01,321.5833449074074,22.355
115,3.784575532682371,0,4.492818562328493,0,148,0.0,,2.924942398456907,75,31,microcol_10-2021-11-18_14-02-01.mjpeg,3,10,2021-11-18_14-02-01,321.5847337962963,22.442
116,1.8442915417430743,0,4.027771934951771,0,148,0.0,,2.582187367317699,75,40,microcol_10-2021-11-18_14-02-01.mjpeg,3,10,2021-11-18_14-02-01,321.5847337962963,22.442
117,0.8916918211368633,146,3.1000249435010225,0,146,0.0,,1.0594791401554116,73,47,microcol_10-2021-11-18_14-02-01.mjpeg,3,10,2021-11-18_14-02-01,321.5847337962963,22.442
118,2.510977118720191,0,2.7474476093563016,0,60,0.0,,1.6886827780225648,20,29,microcol_10-2021-11-18_14-04-01.mjpeg,3,10,2021-11-18_14-04-01,321.58612268518516,23.096
119,3.784431012383549,0,3.648544348152992,0,170,0.0,,2.822201752626499,75,31,microcol_10-2021-11-18_14-04-01.mjpeg,3,10,2021-11-18_14-04-01,321.58612268518516,23.096
