Colony ID,Tag List,Queen/male,Callow
BI217,1694,,
BI217,1908,,
BI217,1873,,
BI217,1757,,
BI217,1657,,
BI217,1943,,
BI217,1816,,
BI217,2865,,
BI217,1789,Male,
BI217,1815,,
BI217,1915,,
BI217,867,,
BI217,1876,,
BI217,3206,,
BI217,1753,,
BI217,1133,,
BI217,1783,,
BI217,3202,,
BI217,1153,,
BI217,2011,,
BI217,1722,,
BI217,1128,,
BI217,849,,
BI217,1198,,
BI217,1779,,
BI217,1778,,
BI217,3188,,
BI217,1684,,
BI217,1939,,
BI217,1751,,
BI217,1100,,
BI217,2836,,
BI217,1681,,
BI217,1716,,
BI217,1872,,
BI217,423,,
BI217,1747,,
BI217,3209,,
BI217,2069,Queen,
BI217,1821,,
BI217,1712,,
BI217,956,,
BI217,353,,
BI217,991,,
BI217,957,,
BI217,1843,,
BI217,1651,,
BI217,3179,,
BI217,2847,,
BI217,1685,,
BI217,1782,,
BI217,1727,,
BI217,1061,,
BI217,1980,,
BI217,1097,,
BI217,532,,
BI217,921,,
BI217,1152,,
BI217,890,,
BI217,1025,,
BI217,1975,,
BI217,1909,,
BI217,195,,
BI217,1123,,
BI217,1948,,
BI217,3067,,
BI217,3069,,
BI217,3203,,
BI217,3003,,
BI217,3212,,
BI217,1195,,
BI217,1961,,
BI217,950,,
BI217,3027,,
BI217,2879,,
BI217,919,,
BI217,1132,,
BI205,1695,,
BI205,1661,,
BI205,1057,,
BI205,1185,,
BI205,2001,,
BI205,2842,,
BI205,894,,
BI205,1853,,
BI205,143,,
BI205,1029,,
BI205,986,,
BI205,1166,,
BI205,448,,
BI205,1585,,
BI205,1167,,
BI205,829,Queen,
BI205,290,,
BI205,366,,
BI205,1905,,
BI205,630,,
BI205,1126,,
BI205,2837,,
BI205,484,,
BI205,1691,,
BI205,1122,,
BI205,1883,,Callow
BI205,290,,Callow
BI205,1034,,
BI205,990,,
BI205,925,,
BI205,1476,,
BI205,1156,,
BI205,885,,
BI205,626,,
BI205,1887,,Callow
BI205,3204,,
BI205,2846,,
BI205,2032,,
BI205,1066,,
BI205,1756,,
BI205,1919,,
BI205,981,,
BI205,692,,
BI205,1750,,
BI205,636,,
BI205,334,,
BI205,1655,,
BI205,422,,
BI205,1318,,
BI205,1945,,
BI205,2000,,
BI205,723,,
BI205,1746,,
BI205,632,,
BI205,1008,,
BI205,888,,
BI205,486,,
BI205,1039,,
BB86,428,Queen_n,
BB86,462,Queen_n,
BB86,1847,Male,
BB86,495,Male,
BB86,1035,Male,
BB86,1199,Male,
BB86,633,,
BB86,1914,,
BB86,951,Male,
BB86,863,Male,
BB86,2801,Male,
BB86,595,Male,
BB86,1690,,
BB86,1820,,
BB86,175,Male,
BB86,2864,Queen,
BB86,2033,Male,
BB86,1094,,
BB86,980,Male,
BB86,1852,Male,
BB86,1976,,
BB86,2004,Male,
BB86,1060,,
BB105,3211,Queen_n,
BB105,1944,,
BB105,661,,
BB105,1817,,
BB105,924,,
BB105,1788,Queen,
BB105,335,,
BB105,1218,,
BB105,1012,,
BB105,1784,Male,
BB105,828,Male,
BB105,1977,,
BB105,1188,Male,
BB105,1877,,
BB105,397,,
BB105,424,,
