Colony ID,Tag List,Queen/male,Callow
BI134,4484,Queen,
BI134,4638,,
BI134,4639,,
BI134,4661,,
BI134,4660,,
BI134,4629,,
BI134,4788,,
BI134,4785,,
BI134,4762,,
BI134,4767,,
BI134,4766,,
BI134,4763,,
BI134,4756,,
BI134,4798,,
BI134,4489,,Callow
BI134,4794,,
BI134,4818,,
BI134,4822,,
BI134,4486,,
BI134,3343,,
BI134,3528,,
BI134,3242,,
BI134,3264,,
BI134,2221,,
BI134,2179,,
BI134,2159,,
BI134,3366,,
BI134,2336,,
BI134,2158,,
BI134,2060,,
BI134,2381,,
BI134,2083,,
BI134,2353,,
BI134,3608,,
BI134,4857,,
BI134,4544,,
BI134,4584,,
BI134,3404,,
BI134,4795,,
BI134,4670,,
BI134,4700,,
BI134,4691,,
BI134,4459,,
BI134,4854,,
BI134,4482,,
BI134,4666,,
BI134,4694,,
BI134,4591,,
BI134,4851,,
BI134,4799,,
BI134,4829,,
BI134,4855,,
BI134,4671,,
BI134,4819,,
BI134,4559,,
BI134,4634,,
BI134,4590,,
BI134,4586,,
BI134,4581,,
BI134,4789,,
BI134,4856,,
BI134,4624,,
BI134,4548,,
BI134,4828,,
BI134,4577,,
BI134,4757,,
BI134,4628,,
BI134,4453,,
BI134,4824,,
BI134,4657,,
BI134,4667,,
BI134,4825,,
BI134,4555,,
BI134,4695,,
BI134,4583,,
BI134,4483,,
BI134,4493,,
BI134,4458,,
BI134,4722,,
BI134,4462,,
BI134,4752,,
BI134,4723,,
BI134,4733,,
BI134,4514,,
BI156,4728,,
BI156,6212,,
BI156,4270,,
BI156,6294,,
BI156,6382,,
BI156,6138,,
BI156,4260,,
BI156,4295,,
BI156,6142,,
BI156,6156,,
BI156,4518,,
BI156,6405,,Callow
BI156,6101,,
BI156,6107,,
BI156,4051,,
BI156,6129,,
BI156,6146,,
BI156,4326,,
BI156,4430,,
BI156,6341,,
BI156,6184,,Callow
BI156,6157,,
BI156,5073,,
BI156,6359,,
BI156,4364,,
BI156,386,,
BI156,4106,,
BI156,230,,
BI156,4322,,
BI156,6369,,
BI156,4358,,
BI156,4139,,
BI156,4097,,
BI156,3807,,
BI156,4656,,
BI156,4361,,
BI156,4111,,
BI156,2409,,
BI156,4057,,
BI156,6255,,
BI156,3834,,
BI156,6218,,Callow
BI156,4753,,Callow
BI156,6360,,Callow
BI156,6096,,Callow
BI156,6188,,Callow
BI156,4823,,
BI156,4524,,
BI156,6284,,
BI156,4696,,
BI156,6183,,
BI156,4386,,
BI156,6404,,
BI156,5072,,
BI156,6151,,
BI156,6097,,
BI156,6208,,
BI156,6372,,
BI156,6442,,
BI156,6161,,
BI156,6378,,
BI156,4726,,
BI156,6340,,
BI156,4954,,
BI156,6132,,
BI156,4087,,
BI156,4060,,
BI156,6379,Queen,
BI84,6373,Queen,
BI84,4089,,
BI84,4323,,
BI84,5014,,
BI84,6278,,
BI84,4514,,Callow
BI84,6275,,
BI84,6473,,
BI84,4327,,
BI84,6479,,
BI84,4296,,
BI84,4387,,
BI84,6437,,
BI84,4417,,
BI84,4166,,
BI84,4690,,
BI84,4701,,
BI84,4225,,
BI84,6470,,
BI84,6279,,
BI84,2375,,
BI84,4201,,
BI84,6222,,
BI84,4393,,
BI84,4727,,
BI84,6178,,
BI84,4397,,
BI84,4291,,
BI84,6337,,
BI84,6139,,
BI84,6110,,
BI84,6280,,
BI84,4196,,Callow
BI84,4110,,
BI84,4030,,
BI84,5124,,
BI84,4732,,
BI84,4329,,
BI84,6133,,
BI84,4257,,
BI84,4235,,
BI84,4416,,
BI84,4297,,
BI84,6241,,
BG201,4143,Queen_n,
BG201,4491,Queen_n,
BG201,4558,Queen_n,
BG201,6111,Queen_n,
BG201,3641,Queen_n,
BG201,4096,Queen_n,
BG201,4420,Queen_n,
BG201,4576,,
BG201,4026,Male,
BG201,4452,Male,
BG201,4168,Male,
BG201,6463,Male,
BG201,4521,OG Queen,
BG201,6433,,
BG201,6317,,
BG201,4031,Male,
BG201,6313,,
BG201,4520,Male,
BG201,6240,,
BG201,4576,,
BG201,4138,Male,
BG201,4020,,
BG201,6249,,
BG201,4055,,
BG201,4525,,
