Colony ID,Tag List,Queen/male,Callow
BI09,7237,,
BI09,7272,,
BI09,7246,,
BI09,7271,,
BI09,5872,,Callow
BI09,5969,,
BI09,5944,,
BI09,6961,,
BI09,6658,,
BI09,6964,,
BI09,6773,,
BI09,7330,,
BI09,5823,,
BI09,7025,,
BI09,6869,,
BI09,5715,,
BI09,6634,,
BI09,6835,,
BI09,6878,,
BI09,7133,,
BI09,7038,,
BI09,6960,,
BI09,5809,,
BI09,7039,,
BI09,6975,,
BI09,7232,,Callow
BI09,6599,,
BI09,6931,,
BI09,6574,,
BI09,6778,,
BI09,6899,,
BI09,7247,,
BI09,6909,,
BI09,5813,,Callow
BI09,6782,,
BI09,5848,,
BI09,5724,,
BI09,6838,,
BI09,6637,,
BI09,7209,,
BI09,6906,,
BI09,6864,,
BI09,5918,,
BI09,6575,,
BI09,6688,,
BI09,7265,,
BI09,5973,,
BI09,5695,,
BI09,5972,,
BI09,6003,,
BI09,5910,Queen,
BI09,5819,,
BI09,7001,,
BI09,6561,,
BI09,7172,,
BI09,6723,,
BI09,7298,,
BI09,7028,,
BI09,7056,,
BI09,6710,,
BI09,5919,,
BI09,5847,,
BI09,6903,,
BI09,6879,,
BI09,7269,,
BG234,6632,Male,
BG234,6901,male,
BG234,6010,Male,
BG234,7334,,
BG234,7308,Queen,
BG234,7180,Male,
BG234,6769,,
BG234,5752,Male,
BG234,5913,Male,
BG234,6565,Male,
BG234,6703,Male,
BG234,7123,,
BG234,6695,Male,
BG234,5905,,
BG234,6674,,
BG234,5876,Male,
BG234,5818,Male,
BI138,6750,,
BI111,6066,Queen,
BI111,6845,,
