Colony ID,Tag List,Queen/male,Callow
BI89,5482,,
BI89,3933,,
BI89,5082,,
BI89,4991,,
BI89,5415,,
BI89,5662,,
BI89,5572,,
BI89,5291,,
BI89,3768,,
BI89,6223,,
BI89,4986,,
BI89,4784,,
BI89,5105,,
BI89,5486,,
BI89,4958,,
BI89,5249,,
BI89,3932,,
BI89,4169,,
BI89,5516,,
BI89,3701,,
BI89,5252,,
BI89,4980,,
BI89,3998,,
BI89,5163,,
BI89,4162,,
BI89,4167,,
BI89,5421,,
BI89,5248,,
BI89,5223,,
BI89,5226,,
BI89,3989,,
BI89,5187,,
BI89,4431,,
BI89,4205,,
BI89,5327,,
BI89,6189,,
BI89,4301,,
BI89,3769,,
BI89,5423,,
BI89,5545,,
BI89,6185,,
BI89,4204,,
BI89,4554,,
BI89,3763,,
BI89,5652,,
BI89,5120,,
BI89,5190,,
BI89,3888,,
BI89,6350,,
BI89,5443,,
BI89,4893,,
BI89,5042,,
BI89,5600,,
BI89,3675,,
BI89,3711,,
BI89,3825,,
BI89,5192,,
BI89,3856,,
BI89,4925,,
BI89,5284,,
BI89,4128,,
BI89,5351,,
BI89,4333,,
BI89,3964,,
BI89,4886,,
BI89,5196,,
BI89,5294,,
BI89,5604,,
BI89,4990,,
BI89,5353,,
BI89,5578,,
BI89,4195,,
BI89,5221,,
BI89,5109,,
BI89,5258,,
BI89,5312,,Callow
BI89,3740,,
BI89,5126,,
BI89,4959,,
BI89,4987,,
BI89,5290,,
BI89,4981,,
BI89,3710,,
BI89,5321,,
BI89,3963,,
BI89,4955,,
BI89,5487,,
BI89,6466,,
BI89,3700,,
BI89,5357,,
BI89,5512,,
BI89,3730,,
BI89,5347,,
BI89,3802,,
BI89,5314,,
BI89,5517,,
BI89,3988,,
BI89,5166,,
BI89,3994,,
BI89,5263,,
BI89,5114,,
BI89,5108,,
BI89,3902,,
BI89,3839,,
BI89,4625,,
BI89,4892,,
BI89,6368,,
BI89,4883,,
BI89,5473,,
BI89,4092,,
BI89,3697,,
BI89,4421,,
BI89,5450,,
BI89,3644,,
BI89,3955,,
BI89,4944,,
BI89,5191,,
BI89,4103,,
BI89,5379,,
BI89,5582,,
BI89,3965,,
BI89,3871,,
BI89,5583,,
BI89,5135,,
BI89,4129,,
BI89,3732,,
BI89,3954,,
BI89,5385,,
BI89,5015,,
BI89,3796,,
BI89,5049,,
BI89,5152,,
BI89,5388,,
BI89,3961,,
BI89,5444,,
BI89,5389,,
BI89,5483,,
BI89,5514,Queen,
BI89,4355,,
BI89,5115,,
BI89,3737,,
BI89,3793,,
BI89,5119,,
BI89,5167,,Callow
BI89,5549,,
BI89,5658,,
BI89,5511,,
BI89,4061,,
BI89,4203,,
BI89,3806,,
BI89,5414,,
BI89,5542,,
BI89,5318,,
BI89,6448,,
BI89,5579,,
BI89,6251,,
BI89,5609,,
BI89,5253,,
BI89,5131,,
BI89,5659,,
BI99,4889,,
BI99,4359,,
BI99,4519,,
BI99,4054,,
BI99,5228,,
BI99,6347,,
BI99,5118,,
BI99,4021,,
BI99,5134,,
BI99,6128,,
BI99,6331,,
BI99,6415,,
BI99,3899,,
BI99,6332,,
BI99,5020,,
BI99,3739,,
BI99,5382,,
BI99,4082,,
BI99,4427,,
BI99,3792,,
BI99,5568,,
BI99,5224,,
BI99,5319,,
BI99,5356,,
BI99,4173,,
BI99,4887,,
BI99,5053,,
BI99,4294,,
BI99,4919,,
BI99,4949,,
BI99,6281,,
BI99,5156,,
BI99,3985,,
BI99,5653,,
BI99,6209,,
BI99,4392,,
BI99,5648,,
BI99,5048,,
BI99,4920,,
BI99,4093,,
BI99,3989,,
BI99,6477,,
BI99,4027,,
BI99,5017,,
BI99,3999,,
BI99,4224,,
BI99,5047,,
BI99,4888,,
BI99,3797,,
BI99,6414,,
