"","npar","AIC","BIC","logLik","deviance","Chisq","Df","Pr(>Chisq)"
"pc1.recovery.model.by.incubator.s4",9,1487.16318257122,1526.25810647836,-734.581591285612,1469.16318257122,NA,NA,NA
"pc1.recovery.model.by.incubator.s1",10,1488.79767984868,1532.23648418994,-734.398839924338,1468.79767984868,0.365502722549081,1,0.545465933575779
"pc1.recovery.model.by.incubator.s2",10,1481.04375078248,1524.48255512375,-730.521875391242,1461.04375078248,7.7539290661914,0,NA
"pc1.recovery.model.by.incubator.s3",10,1482.07845826743,1525.5172626087,-731.039229133716,1462.07845826743,0,0,NA
"pc1.recovery.model.by.incubator",13,1473.36710622029,1529.83755186394,-723.683553110147,1447.36710622029,14.7113520471385,3,0.00208069528245893
