dateNum,block,rigPosition,occRateBrood,occRateWP,meanTempOccBrood,meanTempUnoccBrood,meanTempOccWP,meanTempUnoccWP,meanTempBrood_all,meanTempWP_all,meanTemp_offNest,meanBodyTemp,nestAirTemp,outsideNestTemp,tempRampState,thermImOffset,thermIm95Int
737659.80650463,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.8125,NaN,0,NaN,NaN
737659.813344907,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.75,NaN,0,NaN,NaN
737659.820196759,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.8125,NaN,0,NaN,NaN
737659.827048611,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.84375,NaN,0,NaN,NaN
737659.833900463,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.875,NaN,0,NaN,NaN
737659.840752315,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.90625,NaN,0,NaN,NaN
737659.847592593,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.90625,NaN,0,NaN,NaN
737659.85443287,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.8125,NaN,0,NaN,NaN
737659.861273148,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.75,NaN,0,NaN,NaN
737659.868113426,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.71875,NaN,0,NaN,NaN
737659.874965278,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.84375,NaN,0,NaN,NaN
737659.88181713,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.75,NaN,0,NaN,NaN
737659.888657407,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.84375,NaN,0,NaN,NaN
737659.895509259,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.8125,NaN,0,NaN,NaN
737659.902361111,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.8125,NaN,0,NaN,NaN
737659.909201389,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.78125,NaN,0,NaN,NaN
737659.916053241,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.75,NaN,0,NaN,NaN
737659.922905093,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.78125,NaN,0,NaN,NaN
737659.929756944,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.78125,NaN,0,NaN,NaN
737659.936597222,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.75,NaN,0,NaN,NaN
737659.943449074,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.75,NaN,0,NaN,NaN
737659.950300926,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.6875,NaN,0,NaN,NaN
737659.957141204,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.71875,NaN,0,NaN,NaN
737659.963993056,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.71875,NaN,0,NaN,NaN
737659.970844907,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.65625,NaN,0,NaN,NaN
737659.977696759,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.65625,NaN,0,NaN,NaN
737659.984537037,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.6875,NaN,0,NaN,NaN
737659.991377315,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.6875,NaN,0,NaN,NaN
